owner,total
HrDtoCgC8DEt6NHt6v9imQh3ZN7CQiyypjspF4SAz3x5,1
F6dkxX4VPjDG2FtePJkFbQBJ1ytp94xXYQFLokmFBPwc,1
Bt8PYeyLZcyGYqSicYB8ZpeE44CmHaDoMMJpHkgMQ9UZ,1
8wd3gbiuwTJf7HW1MkqqSy5vBNGbcirhWhKTCLKR9xwT,1
Xi9Tr5a6G6adSPdVMFA5Zp8RgAajXS7mC58fmfTWMgM,1
E4bnqdAUtyCu321j3z4BnCNdrReevGeF5krmFzibnvmP,1
CPwcLM5zRfG2CE81vDJ7kq5TkW8DyB3CiPuPunnndsMc,1
4xbJCfa6QUW8dqAUoLkMAWAGrJo5y9rS8WwfNCsnAiYw,1
6vLwGDYfc5XbC7rufa6SmC68NGNESHuSTK4URCZqKjTL,1
8EWHAM2HudenUAH1xtkpQRoAgSqwMVWCMs1S3Y7N5qjT,1
MRew2JaZQEhUxKbXLU918KBNJJ9A4biPCV1FJoManen,1
GvryFt43LqcSojkjETuQ7jFrJ3ts47RMV3SuwLBUxNJR,1
Br1mTc6wmKaarssH6GVmytwCWqZRtZsoZb9uRMM4AwAv,1
2t6m8iN6iMSKGgrfcQjjXeqUXkPj72BD78MBQrJpskYj,1
8FAcFf4etV3Ane6C6ekxzYqC8bd5WAFqrk7wCF5pd37q,1
G5AeX7jzaY2aYqz5QHBdNdemp58yLRjnerXmhaTyou8E,1
Guqot5KC57Dqf6w2ZyokUdPqb2zEAqA2RzKgR6Ru1fSZ,1
DzmwDmV9z8wHLKySvK25uegYSBU6yfBPHEpqTuFUrx83,1
9vgCR1CSKXgRDEp59zm3wLnU7LPeJQaeGkGWBCSB3BAd,1
64sqGDDAbMiMfE9brmJpvQfWRi3yYAEdQcbwPu6mmQwc,1
2N9fM9Pinbvs2tKKSgZhXNwgorVNCjbff1bcwJ4sDa2o,1
2XBVVG9fzWRey82tZ23BnajrT1mvT9Va58r4HfFxEFxp,1
EjawQWmh94JamZAYHFxrLZzfiqn2yTUAeGT8eGZNxkr4,1
D8VfX8Ws2NiWxHpqrr6HJQr3AccZ1qQi5ho3GETgDdFa,1
HUL2e3rJBB5tUdpHhey8xZKQvJZoFH6Mc9URc5GuehN,1
C5RJo4P4cMCgjDY99xDi5hpd4Rx2e2Fsc4gBcw7NQMmM,1
B6r9Ag79gy36x81DYXtQEKyRERTwAmexrmZSn14asFah,1
5Cq1k9ZWAAiznZjpZ517paZFGzQBFkVckukZfCrKjSdU,1
2L7iTL67xCGqqjByjyREhgtjJhZkQhe6rVvj3yvG7CDx,1
6pCs22raxzxVRqTehg46bVP3dopJ38XZQCS2zbKPKC45,1
BLb7j4xP8VbUR4qonvEeHMNxBaVUg31Q31ZkJnwS94Ky,1
GXPCM79vJorpa6eUtQjDtvgb79QDrNqKZVX9HazD4jcR,1
6HF4EYvARHs9A6exKCwCgonwQ17zuzWzP3fRrN5LiaXD,1
5xDkPiz3L9jH7hi5vNmDbCdgs8XnGYY71DLXKvKxUCQH,1
H3jFhUL4HidUo7W71AkLVuq2YkZcYe5ijcAnHWnp1VF3,1
y4r6SHQRTPMfjVEwq9jckFiaDde7wtmrFcSUn2biWua,1
CMAyrzBX4wsDQ6pR6ZdXztzaUL5mMwbhkQABb3xQgJBn,1
F2Va7H4143q6cMwQzA4vchu4sVyzprTaekagPmCmgEtX,1
556QqVt8SCZeELY4hBHGEemN1df7QUA1JP52UqqFpzMN,1
AgYN4H6F9yV7rjWSFwazPbMPH2tBAtkQ8Eef3jK4Q1vY,1
BZzosxUbNe3BoSDcs8WQs9BEqJB4dF9JMBS8P8sy9FnQ,1
BdNnXdWDSQFSYbTw6bjmbTSK4szsdxRQsJkS26zHgkuV,1
Fzok7yXhvQXXC1ChSDqBnJcWN42ieXD3WPH64PnmddV3,1
93meutd3i9thgExpm7mE7E4Jdp5QwjzzarjXRzVREeLW,1
Aezwex4ZkAqgx3TEeLdtx1jzot5hCF5jKyFLkxPBhgV3,1
567yVzp15TNPUpYP47uuv6cK7GGFVnpt3kuGzqyrfMCa,1
AowhKcB1THvDnrAn1wz62eARRrBn4FH9DnjhQwKQhYU5,1
9fmBySFcXfp9eqKXDXN4zqs426K3BYj7Ma7mUmgu9K1N,1
3jiB2EE1E4n6KLn9q3sm6MYYEy2d3EcVpwz8s9KYWdME,1
4VWRzPXpLqTRk66oKZiubq5jRcfwy9B1d1xRCmyvyxou,1
E8SU7sxCJZ8CPKZMnZzw2DvMagzeJ2weokiB21AkKguE,1
5z6C7eGTixmco8YbU9VDAXnxNqpd91yZSDnPwoyC54eF,1
7ff7vSBVqww8WhvBAD4ooQXRxTmNZM96o69VFiNCEcVE,1
GiYkxckEkcz2ncryJQTp7bGhhz2truC8ynQcgajWa3kd,1
2A3BcCHGJtFBxWsUycpBa4iNBuQVQGeB2pWjRF9ixuZB,1
6D3NJ7TnEDtwndkPvuruVcZUavBULCHfSjGJ9Ax9TQwM,1
ETYHRKrAhhVXo2v7ro8ZHHVnoHjA3TJZa45XZ6ayA96r,1
HPREhek2vWPdgCC2Q3utwvDgBUxbzfXSYbyoy2gVw2Yc,1
63h6K1a7k4ZoqKk3xTK9z3oLb87vB3Sj1dLMNGrXNpMr,1
2QBJMQBRmgjTtEiVJm1vNdFoUC6nSvGyN3bBgxrJV5uR,1
Hee5dhEmNToekzuaKVHyejYVCc6bz7BneGh1YhsvA9rw,1
AP9PomHNRfd5s59XYnWFrFd6SX9EUTL4SD5gsSmqNkJ2,1
9jjW2BiqHoEa9CrpPj742pS87mmxwwDXLdkdVDdqQ4y9,1
3BunTtYw1eDS41FhtAiuBwwjhT7M2TDdGKxkeGT6RCDN,1
6BF54cmQawZVoYNJT61NckzMfbouCAc6NenDrvf7K6fz,1
ASBCVHLXZQzhbvPHwM3xeiZtJmfYsPFDiZvy5oVLLA41,1
Ac1PJYJqwK2TTYGrihAQf24H1sXRoBPGXAtcsuDEmFG6,1
53G3EgPnK4W6BpC1RqBmFGbazoeuu7aEk2mVRk56Jo5i,1
HjwRjhpCR8LSzfFV2gcjX75Hmczm5gFTYkWHwY9sd2uF,1
4tJ5XL8T12kwPK4awsxA2D3cG46hp8gE65oHg1baP4U8,1
GiS8bb7RkuDAk1nGj6asWY8uJ7P1uQN4XrG3MuRk7uuk,1
Gpc1NVEBE56PRNAFr9UUGtxBNBh3RHbaG8qyt27hQrQG,1
Gec7QKJN7K9o1FkddNJgEQiX5kXKPy96MT93EqbQyorm,1
79aQEb7CSdtNspYq6vbKuSJns8dqU7VFWwuiyY7NmSPW,1
E6SVaipbZhavtJZ2PhxHjgSetaft7osihVZ7xaQa9NC8,1
E3cJmxvr2pbE4fnUJUisNySDJePujBTdHDx9hZBeFEBv,1
6PcfzDmkjL9rpL2rx4oLDKz1GWj1nfoJNLAWDck8ZMbC,1
8mqtyuaxSNvU4DFU5DVVAuF1w4serXQyupKNsGpXwmzr,1
5UpajLFR7asvi4LKqeBEUj3GTPMNggxifJzcbWmEe8de,1
8cUro3fJdJ4NWzLKxLfDbgV9qQMQdeYaQsqsLoWFgWBw,1
CAHQw7YEdBMR2YErRusYpMSnWcfg1vPNkFn76xY1LBUH,1
5DDeUneihCQqVyd1tjdtNiXsQFraqjNTy8n14bJPwbsV,1
E2LJG1Rkzu3B1uVnVhLnokYeToEufhCzNh3VSbGre422,1
GBvUc92ZCSaJVfWJL8kAyrDWhA45UNQHotHvBd4jkoHb,1
yTM5APEbWb1GBBtgsjzTF6ZYw5pWxqCr7qKykWW7qLS,1
9aRMnCJhuDQftVW9zpD6o1gusgo3ecUJeGUmp5ZwtRnd,1
2R9QpjvkVKryB7AxZu1ALHXcyKLUyjnHzPpXVR14mRbo,1
5qfNeRnH7SNSuiXvPh8XsAMsh7211bZBvkKMgNJENoA2,1
VvcvxquhETeFbbH8xQRD8SjCjh8Ky3srqDfJeMVWdJX,1
EzRVjL7EBZirRw4Fv6uC8JY9buUzfZQzFATudmjXB3F,1
HEJkJKZ7YNWSTvxB1nSTX7U74XyfEU6mAoYhNDj95JV8,1
676yNzbX2oJg8qNN5nLqrN941TRytDH8d4GTNmpGjaTN,1
ApQZezbM9cxpkkD1QDAe8VsUn1UvnSSPXkRfiDDo5ZoZ,1
DV6wniDCHreKWQQ457h5rbRv5Wi7aU175bV5gFvcKShH,1
2XyYNiWjDYf2k6QjUvGJoAGREdyD7eZHgzaQVtNba1MU,1
HL5v6itaM9j4ZiX73s9BqZarmuuBAUQBT11UCqgCHp88,1
5pv3YW8Q39CavmGL25wL1beBSDTdsVJMuFJCYYkTKZKB,1
HhuJCViqUewRNXrhwNuXCC7gqp2o1cUhx9a3nqEGkkqt,1
8PhipX5GMpERqSxEEyT4uqWRJ1TsayRPeojoH6rwAkrh,1
AvUZwym1Lp4fd1uReBrVJiauLbMKzuZZuY8LEdjkJMjD,1
DZAbGb3g3rCxdJEdfWVdAtbipMb4EwUmiRBeNwTZP7nT,1
3onByoxZ4zc8NdZ1GGaHyAvwn1MpkWsRhpe6vNfdyKwo,1
82iQ18M35JxPnnC2jGxoY7nwMjyBibe6TuAgFkkUCn2S,1
DWoVsP2rSHeqdgNv7Fto3BDCNeU4rLBB9aNXy5TJzNfZ,1
351mMzmpEp2SJMwfbgYNTMZPiAitu3BfgNUKiCJBDkDu,1
2qU1Gto4tmxJMvt5EYPNNM4DL7d2Lfg2BYJd4pN3dr1c,1
EqxyxigyyTf4YgxWwVJAueN8ACUjJdVYKZRDaRebz4T,1
Hky7oxqSuAPpcfFEByQesCf4v5psDce2FPsHqzBMpjiZ,1
9k9Mz9j2MoDMn1C7A1N2My7UbtCnUsNBL42A6x9XTeBp,1
7EeUBRHyHhAz5aRmpXbL6qB2YMspZNTPpmkfmsQhoBsP,1
4B9LrZGRptjQCoX7gMZLSn5vnAxgazq9sQbmMVGXVWng,1
4t6MhJbkd9tfnuYzdLaDzchPQT27RUsN5E1TCEm3vdUV,1
ZVgbts7PfRqUQ8VnDAoEpPpD2MTHs93Znd9p3WBrfJa,1
6dgB7mmyxzcobztUBo6vGzcYK9yp2e1p5giqrYRHKaS6,1
AFAuwj2QuMPSaXarvsb6bspjHSnXxJbEUNE1cLVykpW5,1
2Ss4cyUTM7WpEcxYHvmYjXFw53Nk5QUuChB376y6rv1a,1
Y8QqeC9nqD6Ai2YM1nxZaXdPZNWJmHSAJT4PiXrpdF3,1
Ap3s6w9zkKSyTvt3Gpc2kubEwYGo4veiRADgqqdW3767,1
7AQMfkkQze25gZ47ZxWizrSUXC5hCj7Fhz8hAbSdYutm,1
4F5ETQyXRaw4v8ZQ75f7QGqRPrPa6BFjHjNDeyEooHx5,1
FuNzwYsXyY3EaT6iPg4PNT6NwnWEtBHtBgv4U1TzybLd,1
2RjrZyazya6d2X7SwaqKUuNF4epu5fK55XipuJofH8CB,1
Fpx7kchWuTK7Kf4y8KMG8QyANWxiwFAtRThk2F5PLdzh,1
3DXzcLrQo3PiXWDFzMyWJX8J6mpCNviDHBgeaH39z6t2,1
Bycp1d1YxRNoTvouC8o49iF3CnkpTFMqWBYDzx9DiqAU,1
3MwydHQXuBvnwcqppKmyr8vNjo5ErddEWhvrjddqH8kK,1
4xZHQrmzsqUPz5pX8s3JfqJtV5uBfEMdbNKN7GPvjLyr,1
AybxBCdKYgRMmuccePbLYowaPfMjZLcEvXX1CoPTZP74,1
FuasK6Nbh2VauXphy59sXotC5MTTAoD9Fk8jMnLGa9mY,1
ABWxDM8YQaZPJPbdFcXPBk5EFCgehKbnwiBFssYwRft6,1
35rG7MoTiJgybYy37TZUNnPYo3TSHUnxyu8wd6ZtxRXU,1
7fy7WssRwez15AaxMcVkyjqHu78WXkL2QH4eZyhmJ9pS,1
7aA1a1fsW8nQ7x4Vv9mTfpbVtYkVSsRvzg8UnXNCtFHg,1
E2vGUE65WJfphoRtz3ZM3yC3hSbYrsiRbA5gkcbTHFwU,1
54pgWNU3PGd83wfgZ9ozYaPyHrKAZoukoX2umhMbiYen,1
4VWzXo5BYt79w6Yzp2QPhAFv81DAzqVTPNeLnouNN7Mh,1
6SDdyx6HaNvgaJMtjgm292NoDucuwZqAhD2fajNmRq56,1
GNX4Knw6XKDZB5dCeQvBUtvEwoiMiPQ6aiEsSbSxRUyY,1
44KzqBgtXJjrYLi5e6x9ipURpPwcgv1Z28ReT8hV9W9p,1
gBYHntD2rWweUUV4bb8fRdEYhtHPacxnJTVmrZzaVoj,1
95TpkxueFidtJGmtSGXtpwSW2cb9Lucx9JCFxR2cu9iv,1
3EPXedHVXXe2TbEe5W1bMNsH4UCjY4Xxg3p66XF39oHQ,1
9CJX5V5ZpBHByZJ59konKRWfPbcvtx3wz6Zpz3FCtwLZ,1
3u6Kux1yYGnTd9HqHZusuDcVw3DqvZb6Gi83NLEU2YK5,1
EMWtNsxRJAADuYgcZgLTD6QY6FMQZYKusm9XSRyPZBMm,1
AFryQ6V1cehSRrbc4vQiTJ198WZzZiepGUK3HJhWn3n1,1
A9j2CoNWfK3DiCk8yx6bmUp1fKgVE8gjLkQ8v5weF3xL,1
8EJygQJRsjkCMpiPLgstVoDdm4ewwWHaQ9pegZRuHww5,1
2UyHw9vVsCUQtwkPwDUEB9hp3zwiDKv4b2u1u9GRVeUB,1
Gte8LENzgZXn7VuqVUXhuxcbupMHDmDoN5WK1hJUh4os,1
FB84KTyc9ej3XUYbWwXSox9KcNsgqzSAfJXm2ehXrNN8,1
9dnAU7fkRHdn9UebDpwZ8ZXUZNxyVxNSLMfpA1gR5W8J,1
6BksWEnP9JKic8cf88YRAMhDLDPx9B7E4uKo8ZLCt5BQ,1
6mNvrjqch4DQLBZmxWhqxcT1kyYav65MKLRQLY8DAsMr,1
SCdLv4XfSXX5Fa6z3SKwwXmMwDBxRn1S2N12vRuAkko,1
Ae9izGuyQd2c4wSyxbknjgQBLkW23bdPtkFv5Yzs57ke,1
AnQfTrRMiqfsf23b3ts65hnsaSTSQ5HRZQWjxUqFfXiq,1
CXxFMtXR14dFnMbjvVxVmjySWD8LP2dkrveWL8tgW2EV,1
92No7YpvUvq6J6qmQJYgwUTg6ZNPNALYZZB5SJ9geT8s,1
FvKVhgvk8PqPHK4QRLquZj8VDqYv3m9hgEWYts4cTvjA,1
BxJpgLVycwVZxogT6dptafk96yKLQngRM9qaQef5qGbP,1
48RD7GTP7eY5gpwTKgxEjNp8Pvwxn4GwVvKnGdwwcLpg,1
3mGLXXjavg4JvwLFZid58ecDxvPF45d7BbXk6tSQ2aiY,1
F3rFEA5bCBXWeLsPi3k9rTioHTgkWJkZM8hvdQiKhmoY,1
EuoUkHmsj3SFKXCH7EZY3MiKaaXPKfoPE3vTdYDCMg46,1
3x5fT6o2xHepM8CTEnrETRfBJs8LWr6go6pDqaxg3cCC,1
E84QLAKFVSobjcFW5XjsBCmE8fLtw5yxn8Me4GDFmUmU,1
BiJBFyvbBvRnZSoLmC9t58r6FasfWTTCSyaYPZcqqK6g,1
82LTEczYDDnUUkcHUKo9BnHh4m3NbGeAUUcRCHHQYG8u,1
En5WeoQ81DUyHg68LHwMQJX1KxQ21YYMy633SKiXsRNR,1
FAhGsp5Uwo5L3aEArjzKEfSpLnEboJqN4ez1u23dmCVa,1
7vts9SQpFVB3p3WJzo4JPKb6Kgy9KrfCpVjTvxJyuXkU,1
2WwPDvohrL6FpqPgvmCjEZGS7H3dKiQShTZNATnr92ib,1
8ESTX67GB9KfNWeSRoSMUCvVoaNpNeM225cjW5drDvxk,1
HtCDBwKvc7K3R9QkKHvDsG8Z3MmfHPodJeUwqFxKdovn,1
AkxVEDiYmmzUPMCtpw5te783jJYTqq7HduZG11ALqr1w,1
14p1uireKzhoWhZ1FCrGe1J4H6HxFTRSdiSMyKsrdfPZ,1
J3cRRQQr5gB4R2xFtPrFcZnti8BYHFAp95GdroKKMpGL,1
9NrNXxGVCGwLPAaoVn6wBk5W2LVMgxmYEBuXEunQWSTc,1
BqT5uWhxgni5TtnFjpQo928zmKPLJd6erLQ7Viwx1jW4,1
AFHimcDmuJUYGR2z8zZsp2xuAJKn4cB5Bu4QdgjjJZ1j,1
EvuxTfPk8c8b9XePBYZeCaJMdqNLY9Usp6Lu1iWTc8s9,1
AqQfzd2iw9uoZ3PN67mJgfCjR2ZfRiifCQP1t98Yrs8X,1
8vKyQc4wCWZAyzGuH8f4Q7ZC5CDC4Mfmtm1DHnqfhsBP,1
AaNVWNEdaU5p5nc46RJraUao8MztWodPEF97BuZxcAmt,1
DnkJJeBM45rK7cjtKSHDvdAMJ8TP9mCVAtvuGov9yYnZ,1
5pmfp5bSbxRcuUNsW2FLbubSiyD4smYaYLczdkZPEfCJ,1
bYUscp4qgQap7iDu5R8tyBz73dov4j3zDV2FgDUvSDx,1
D7SCsFtfMAu33Fwc6aYVaNpoGFRF8SsiHRLyzWZSkfsA,1
6dakZbUCwjQT876mFwBLmiarm78RH2kwV5aecozPKAtr,1
DdxXndq814P5HcDP3BweowUHyqjSRkrd72eWjW5W78Vp,1
9NXyz79mC7jRoReTvQ37K8JMPyRWGnJgoFHUVXkeg5Bm,1
3hNMXyYQ5u8vYnSCy4acxyRNEhA4CHBYvPBGXKLXsqwn,1
2Rr4YhQEFEfVqCpJLnqM3eA1xZNRtsTGaegWLTHuoigP,1
CbJN96Kr9i7o2aop9MaVvBdcHmarBa51HZ4VKb3FGVAj,1
5f6mHV51Xiz1YsSwNNrvEKkH2XGmPmiiFUgnpUqwtBjq,1
GSy7j4TQswTpCjtSEkZ3rSBdoUU4spp4ygndQCMe7jdL,1
FDdAu1owkodXGubgrUL1aZSi1JPLBbxSW1nrgGyWfgaS,1
Eb8wtCPuuVvxeGTfsCDu45QatSRwwv3TSnpLDHS9byxU,1
f9qZT5PwaArMxmwxSpvP9BQfdE8fWjKXnBc4xCbJBKy,1
FspCE8JboVXrq1MUjn5Jssb7YJpwUXU6BFJgZctdJEjK,1
2JEUcHv4bwFeERiMBWc6LiMCjq6kQoaDYa9D89CasuiA,1
8Qv54mfBzAo1L31VJsuNNRjE5EQyHxJvsNWTjjQrXoK7,1
2efxLbCTEjhTRqmarLzbGVwtDKsA2eWofpr5GwvTqjE8,1
HLTZrKgBZarUvXry1USDoV9v1PZvpavtHv1BP5pYv9Cx,1
6gbPCnQu3cHQ3ciD9nTgNV3MmXDCisn21UVVWMvXRuLT,1
BpN87hFcnP69mpjkaLK29eRZD9338k1kJLk8dDAiTZSm,1
CA2dLMkbqZxuvLCBmoMdaAAXu8qfxAnUhSZpUuQX3f9u,1
7xCXz58jsSw4R1tgFAGg1dcApiDERZsHKx6X9XHyryo7,1
28ZpAQqBqzTj5yVA3ejhzxYz2jhuhPWo8VKTpyFMHQgX,1
7ARbAS7QQEck2mg9DZKH42HUvRLNTQqtfDZ9pww42qqS,1
3rUbcJ7ZovJtJQgJmEnNPjxiMwm3z849mAn9ZryWvr3S,1
Awo85uZPfpkacCaozFB1RAumCGBAXSeygRLtyk5hfZ7q,1
DxvCvxBrHHukaLyC6t6jF7Rt4gTm27m9rATw2kXiDboS,1
CeubxM4ummKLZN5dp4FpTwqnGqNMxsvMGrdX1EthNEcZ,1
yqUY2CxYKmjujvXRQwTctB5zAa8uUGtTie938ALRNF9,1
Btr1fcaRMPZQVGEA3TrWZCZmWcCB5CfzuBYoEqg7WbTL,1
CJoK1ietEmSLkCtiKtTruCHZJ8GbF9Nkc5SQ9HFhGP4h,1
8FfaRX7iDc2VzbueFE8NJFyyq6w5kVHmmcfVjxvRwghd,1
EQCEWDAiwkb51hdYNJ2pF3g4q3srK77ZAw1MYa6pB7Yn,1
BSmWEKWj2vQspzyF8RHrqmhSatPkTkiviWJ67KdzXAhk,1
8pFN1nu3ejuJgm2zKmGWnA27e6KpBo4Hsc4gtduhqewe,1
9wcjBS2UVJDJ1GoN2ANQ4pNW2LwGDVo9x7QfJHHLqYYV,1
Bv2G4B91YHDaPK1drAcczvNfkFN3PCTx3xJmAKgqXW6H,1
A2m2AwhGHAPa6Vr6mGEXSvRgA9yUdSAWUhiKwFBxnUkR,1
5TTyos8SYmwk34EWjQjRGFGgHH6G6vM7Be5TLfGvJTaZ,1
HiTfCqq2E5WANqmzvzt2y4xzDdhLLV278SNM9VQwh5U7,1
7m8vCB1upni1FAzwuXk99hcCHDYpEZ3ftqT4VLmCLNpR,1
DWwBYBoX5KzrCAUXJUMycb1D4r2Kp8wzgiet6jQ7aUqL,1
2ak5u7Md4UmB2Jx4H3piBG1D8rrtfdfhZRiRXaBYpETQ,1
9Rn29WSkHPTdZxy1jPvdR2EnbPGQHpGTAmq3m2Xv4KuV,1
HznzKyLbXp3FE8U6zxYi8MqkTDS4QbkLWZwddRp7MJzq,1
AonRRAnQAzqtnupLmV4bvj7fT7fsdJ2wcp2DbqGuvgN2,1
7JpS37tZmR67DiWJyvdkfsmLfdtxFV8J3ibayohP5ePd,1
5MtaApnnEjcmHa9WjnyZaNqpHWhesVzh8w6ETJ5H6uzh,1
7srP36S7BvBZbYZ1r9196mjVttUBL4cfn2qkDEAcwKZV,1
C7LgGK4tzX4mggZPEZWEhVDEoe8WzKnTi7YE46742Jte,1
Fkof1epwMtTSL9PRGSBYguQgRU3MPqupgjBwN794JkQ8,1
WghBWzuN4skdZQiyLfpMjq1VeCG2esAU7mDu7FSgTa6,1
EnBfbfDJM4wqQ4MhYRaogDWWWQob5UjehF6gQTRHRXVY,1
DdBBVmMeTmwsV6TniC7F9JvHGJvDm5GGGaBRNipUkCyB,1
C5HpRPTDF46UeF69LNVxZxxJvHvLgcmxzkDX6kepM1S6,1
D2PR6fQh18enqPv3BYjJAvdPmszH3T5H2patN35Nod8c,1
EdsSCmMztui2UMdZZjmdLGHqnnpS3yhnxwairWs42Sq2,1
2jrmGU8dizUy98pRFwn5XaJr5B9RJah3vsn3UG25JWu1,1
MZgHwrpoLepv6yuzM7fdAKd5WXkUi5wGNq4CAkTYrXQ,1
6XojDLA5NszMhauoTnfWkr744kkL3RyxAxSuNGqPva2j,1
2CJ6nz5nXjMQXD3UjbXah4WR4V1YSDLUB1AnetZviTh9,1
2EBu9iWpECNYffV4SJQT6wskBsLuX6caNY2GnLa8pX86,1
7dNp88kqq6Wq74Ch5sRMHaZcpBie3oE7XwP9KnpASiF5,1
F3RQ6Ctb6Vqd6saqs5FCdVFZWqXKUz53gvYt2LSb94Uc,1
9inbQdSUXHYfHY7cACQVGoRkqPCNSCapdAx5DFznJ8Qh,1
Ff7TRRD6Hkh1fwji2kQzBgnXFboMNtgMYyTEdxRHWDJb,1
FPAbREWjYPUhdH5AH8X62WoAsYqUEQASMmcVFwrHb7vW,1
9YhX8x4uiL1XtEggxtLSr7aaJwv3rMvCJ1yEZ5gKV7sf,1
H65kbcSqk2Usco8gnsq1TZFb78Y49M9izA5yAaG6W2DP,1
2fucStg2uBdNWBqTSEFF4QyQGLWQPaz2VGcKBiHpEaCe,1
H4NXesqnhEFQtZDu38X5WLLumCms6RGnpL5XaxR5qLvM,1
CWPwKinjm2ZXtBSpAyBvXGm4HkcsgrCX1z8tJmpTEiUL,1
AhKHdne5urtfrSQRuPPyHGtN5ZmA6ambqbBbXHvepipC,1
TcAgGWYnr5uVQGRiU67C1ynpH5JDKCmwWaCA6V2ANea,1
4NjAZzxw2mS53mWfAXkoKJ5DWpScyR5dZh5Jtxsn75tk,1
5iwjMJxZnXe2Jofu1onuaj83QkFKAERkNC2TEnU9zY4t,1
GoaiMgtugtGKEScTaafzaQsLPToyKMpM9tWdbuLmp2Mb,1
Hh4dfo6qzRNptnmwne4cgNSBQQmWAVf6MxrGu9WGSTrX,1
GVUkRAoFw9HUPiG775AW2iNc7XUG2d5Gj5DtjytYTnbK,1
6NKY2nfik9cw6U6FvMWg1xevmD8mKu18gEMDLXvVf7Zi,1
4Ff465kvcwiHM8raUhmiDyP1c5xNv7WGdRdcYUyZnMQx,1
9zewcKVWg3FYbxSeGuc3NLJqnbnVDLaiW1S4Y4dUgQTy,1
56JxvypKLK7nyrLRYUECYxAWcAN4Tumcbj8JZ5FqLZBq,1
CJCxxhh7jXXuw4rxzRcqKn3GAZrEAZfnrfuxgSnvthuc,1
3nsc4r1KzfgzsNgQTeQXejZBX9VfojpWaGrVvaVpWmtB,1
61zfiqeoc3WA1PUEDjzUtQbPMfuKdXm4VQSZV13XvPG,1
6s1uSSN5fUDVkrHoJCfuvgwfYFzpGtd35PrMfVp69MMc,1
7JfqNf78xF3amDvW9jSEB8WUyk6usdhKH2U1ETW6zjL3,1
FwhdT4qZDmywhWXFLcdmAVfW14Ud2Mdht7TnzMJmsEBy,1
7b3AjQDoe5h97imCU5LuqitUQfhybdjvx9psnYjHqM26,1
5RhgcKyoVnEXbLo4mkX2yPhgap8GcRKfL1cgkGzRiv4u,1
BUKFiM3Gm39VCuXtzTtuqd1FrwArgUwGh7FBh2Gbpi4x,1
CVWE4aL15SUAue89ck7D7NhzYRBwWCHbxJPXgUC8r6B6,1
4rmdUeeZgnNh5v9VVP7TcbUQJ8P5xsu9TVjvi86XBq2a,1
2uaUJfMmTbkrHrTAiYR5HHAftA4qmZAP5jM9yJ6QBUfp,1
37LoRh29oYF9K8NWYsLZaLMr1LiNcSFy9JpozaCyp4Go,1
EjRkAr1ZCGhWZVMgf1iLi2YHCANqyKiJpzUVbVqz6Spy,1
GdFLMtUnDwmBDP3NTNRbdd6KiVNgkGueuxeGdY7P6EbB,1
EoMSimYogyKxA5jUVHsr3q2MvwsdRJHG3JTxT5JA8kPW,1
D9DUPzVUeBDsPnCunkZ3spvZ1fyEe57TeJCaNLJ3ZUAq,1
4JKpTm3roGGmUXTFzGhnuFL4HGMBNrWWTkqTwjtrxeC3,1
9j2vSzR4BEuB84mtH7YFyfJpLa6Uzh5wyDC72pYeo3Cg,1
3Hh2YWfqFbgreKbsZTog9yaVCpXh1a9siq5BkSf954kz,1
DMKSujiv2mhEx37KSGWi28QebsPzr3cgZbvFeMMjeKnk,1
Hv7Kj9x1VGqRfes6TMNHTRavuoFcRzZmGajjcu7JeDiz,1
9CPtgyLz7ARkkBwTWhuPBysdkSxbgqYAsKYCdDqDLEob,1
BWKXPEAz1QSfXtW6BJTJxEPCpBNfAUtxwBbgPrchBGpS,1
G8ZT7Y7YHt9n2eDAMGXEcTfkFjXR6fgKvzJpMkyqfDun,1
6yTzz291dxjkCqQYh4rQYN5bswSeGSEFZ4nozmMur5YX,1
2VQA3FT8tWRPgiwVPh2oKm1JTA44ocGspKn8yRZRvXiS,1
EWq4oigjqM4X94cmTyzU2Y79MXJNu1DB6YqpRt6x6ePn,1
8jV8wh2wMAckzweLKXyTvcRkEJYz5gdy13GiFZKYT7sC,1
H1KZ64un3w9FKt8MY4g6N1of4GSbTRS6W8UBv4Cx3dnJ,1
DUc4xMxSZa2LRR8twttMcbnPBk4T1xhbVrbheiCmvwtG,1
EyJTaoFwBwiyeEkaySXX2hNKenf8p8Cmu6x9AWFrUHzX,1
HvZoiBkxqXcCM4NugEysJWiez6xMvDCQbqMBs2t4Hzky,1
Epk6ERBDLVvyt1eRCdqUU87FWiiMBsWoGdhbpvRbPDqF,1
HusDmGCAh7qWD1BU9vrVsjUaRv9tg8fUU8JPhoChfTB1,1
A23TUsSXCgsGUzE1rDKzChMFBE1BNcJ7NUW9ZXMs7xh1,1
GyuKA1RDL4y89CYBipiGUJ8B2ZnEwZQA3NQMBzYEXqoj,1
79R44rGWKu3VsJiomSGVtE5Ze55RjzUjANMsRVoE2j2h,1
HCQVj7YDMSALreLCsKmEpooEEx6HCs2FVb29JAxbtUj2,1
BgEY8ZoAE7C3FtXiA67SEoXNKtXnfuVoWGAEmY1LYGDM,1
8TdQCaKYEUN6bGe1pjCP1bTEvTZbBfebeSsg6x4QXGwH,1
